latitude,longitude,yield
-20.501254598811528,-49.49980918214864,100.59632488066131
-20.4954928569359,-49.500208181223705,98.77330279828476
-20.497680060581885,-49.50474357934194,99.36516424575996
-20.49901341515803,-49.50158752172374,93.19261857188533
-20.503439813595573,-49.501198043812145,101.12110680183059
-20.503440054796638,-49.501011772191035,96.36579689970166
-20.504419163878318,-49.49919827630772,93.16723860600605
-20.49633823854225,-49.49966397453273,96.57016346950957
-20.49898884988257,-49.498920949072065,86.70985208328997
-20.49791927422204,-49.49735116738458,97.18675501591741
-20.50479415505704,-49.496870142612835,89.85615421398781
-20.49530090147838,-49.49781876923773,88.3400974206224
-20.496675573591997,-49.495444763040446,87.4068963850281
-20.502876608893217,-49.50481767417324,100.61715733711934
-20.50318175032793,-49.503042220143165,91.9296487314547
-20.503165954901466,-49.50492437125022,102.70826741344612
-20.501957577570405,-49.49852525285846,92.39841540315997
-20.49975243568368,-49.4960196945105,86.49269944672854
-20.50068054981358,-49.502565177034235,90.38643294303428
-20.50208770859802,-49.495729654552036,101.18747897768242
-20.498881471052776,-49.504397326097106,95.38677367555256
-20.50360506139348,-49.49565563973194,92.26172212867822
-20.502078553514647,-49.5014837731276,96.0459387899523
-20.501336381567064,-49.50398579171551,97.81786265353502
-20.50043930015783,-49.50014128240814,101.28557119207198
-20.49714824038607,-49.5024322343228,108.01378407438924
-20.503003262178417,-49.502151270980384,93.30166675095613
-20.499857655615862,-49.50192710035074,90.70698753562621
-20.49907585431138,-49.49696974102167,93.02018680816182
-20.504535495872798,-49.499608387233245,96.31564827353573
-20.498924551480986,-49.50188692300844,96.09099044053264
-20.503294758763126,-49.49889666216689,90.24666003958166
-20.504349484070147,-49.49783849325777,96.72650865628768
-20.495511144627468,-49.50227375999267,95.9832621419402
-20.495343679669254,-49.50086450898475,95.99859849810831
-20.496916026518836,-49.50378113906663,93.07202734167838
-20.501953862308266,-49.50318850650466,94.08957065730024
-20.504023278859936,-49.498188821460346,90.39087199749123
-20.49815766973488,-49.50318561652305,103.98676602755526
-20.500598475062603,-49.49974836616333,100.65803384844907
-20.503779617651553,-49.497909537382775,85.78167884956693
-20.500048230898887,-49.503931230769055,91.25090842128756
-20.504656114788848,-49.49932687780371,87.52886098910936
-20.495906795979213,-49.50243437216299,93.51859258380965
-20.502412200184,-49.49537073124762,94.58803000713174
-20.49837477715646,-49.500164543532804,90.05594741681547
-20.501882889239106,-49.49694007450225,90.41617710370738
-20.49979931978822,-49.49949773457844,90.6682067376362
-20.499532897206567,-49.50456587467146,96.79148301229556
-20.503151455444744,-49.49866848624406,95.37921219153435
-20.495304153722355,-49.49548596657793,91.40432547310944
-20.49724867176639,-49.49898388179854,96.55426407254295
-20.49560501058436,-49.49680811140573,92.31591029660706
-20.496051726495725,-49.49615793536651,93.67346001718953
-20.49902100021189,-49.50271920228051,107.66966199167743
-20.49578125764977,-49.50287955160092,103.08126717458077
-20.50411507497948,-49.49889019011149,88.51782126492354
-20.503040171375808,-49.50088971530193,99.23470034686864
-20.504547727110893,-49.49660138697133,99.0600768136562
-20.50174669669237,-49.49599976876602,89.2713870072561
-20.501113227103104,-49.50146578620697,99.73108384961758
-20.50228650968226,-49.50263129441026,102.8866309500945
-20.496712624908483,-49.49719474484756,89.49093305788442
-20.501432466733064,-49.50225193964452,90.89263904084311
-20.502190654903124,-49.49677385681486,100.10679285178249
-20.499573039168418,-49.500762617463515,98.38468306715092
-20.503590757750253,-49.49832450100708,97.77601701280201
-20.49697803019246,-49.50404464686166,98.22829569474017
-20.504254493563202,-49.49876140675323,96.9665790422097
-20.495131130633997,-49.50048232321263,88.95183206948765
-20.497277552307033,-49.49913391536825,101.01719416917975
-20.503012843184656,-49.503319857922556,100.93205928681112
-20.50494477882876,-49.497631262550556,93.85714708598502
-20.496845385715453,-49.49637202922457,94.83058723275532
-20.497931426561525,-49.502832601999096,93.84983975241198
-20.49770992831959,-49.5040428544448,99.47669749787923
-20.49728729653314,-49.50476361413954,98.7244590225764
-20.504259553482658,-49.49858028499557,94.70102243776356
-20.50141534271456,-49.49892905963911,100.77361023233658
-20.50384130940475,-49.49953302587286,93.35605489633954
-20.496368965741244,-49.50268052903884,100.38490093182858
-20.498767018731726,-49.501090940040946,94.46766816259037
-20.501691019751473,-49.49905523664814,95.01572837041583
-20.50436441649714,-49.50003233141141,94.14741431554044
-20.501890176782844,-49.49512214479785,96.13209078881471
-20.50174816677973,-49.50363560247443,93.40358129576339
-20.49770393821662,-49.49804855445952,94.62786370877461
-20.498624425286447,-49.50095681231896,103.57736751036406
-20.496127872574238,-49.50071800385074,94.3674071103051
-20.50027785074838,-49.497824022343416,87.09600709616855
-20.503804057540616,-49.49807563848675,103.76151237475023
-20.497867552127772,-49.495087440062974,101.92217956819509
-20.497392149513832,-49.503716057105464,90.9677818749191
-20.499387228024304,-49.50395890350616,99.80882522151138
-20.497290328200457,-49.49775661182871,92.68818242538637
-20.500062044036355,-49.499216130829936,96.78682043560335
-20.49977267170618,-49.5022583933344,98.97200682226615
-20.500724589816414,-49.50420580631011,94.2784089764937
-20.504745808732558,-49.50414341750404,91.0938216799381
-20.503921085730067,-49.49605809125336,91.5507070458137
-20.504685708143132,-49.50308132675281,90.43621133034927
-20.49863589588736,-49.501766284378846,98.45927639237354
-20.501856440189236,-49.50273343597773,94.96007338457922
-20.499914293088352,-49.501450036941684,93.46809290838988
-20.49592433526074,-49.50430576157254,99.08437475919024
-20.50250707770851,-49.49980940209092,102.53617089940738
-20.500896170769643,-49.50432387436408,92.46570669827055
-20.49744448861457,-49.496996434921776,96.29468303841738
-20.502712018345083,-49.502662879180896,97.62711333390398
-20.504230200901713,-49.49959988085396,97.3789136108839
-20.50210248547086,-49.496199209124384,95.3920924531223
-20.50338778712746,-49.498491226309525,98.73760855582813
-20.495703023476576,-49.499670422134486,97.98045865884637
-20.496918796204355,-49.50175666246885,93.76373808619871
-20.498665962434895,-49.501669980869416,106.47927696661031
-20.496285394098123,-49.49830513044802,99.69176601461325
-20.49696327923101,-49.495058606387786,91.19699852500497
-20.50313429941114,-49.498381608101504,95.21775577707098
-20.4960744100151,-49.4994221658263,99.01739451177667
-20.499606577580842,-49.497693494897604,94.10474917434112
-20.49692559844836,-49.500347943877166,102.45529540099157
-20.496039087000767,-49.504398576574,107.49637189065479
-20.50181996525028,-49.49937703184122,91.21583635101089
-20.503899480754722,-49.495423747154945,88.09696098675478
-20.50272064837458,-49.50324697057643,96.63275608494588
-20.500728922113737,-49.498099951091795,98.73629940111044
-20.496819852340774,-49.50299066311341,97.05871169667745
-20.496392694167437,-49.49964172315527,103.13056712896854
-20.504930478694686,-49.504033235503535,88.31791981428417
-20.499892526974225,-49.50049629063742,99.80217271416105
-20.50082588996851,-49.497438366711044,92.04078639043512
-20.502778921895292,-49.50152428475761,103.72002246563285
-20.50380134632666,-49.498350882755126,104.97841167495743
-20.501623848285963,-49.497045500392105,91.19909428835744
-20.495570902960875,-49.4957282218052,92.27020862690155
-20.501767970679794,-49.50265357918145,99.62546662483187
-20.499812093782566,-49.50100684084191,94.9639413893962
-20.49796981041105,-49.503475839866695,98.20068541052646
-20.501363703976207,-49.49507516497842,95.13374429042084
-20.49528217917279,-49.495729990320754,85.41778707720636
-20.49537552705058,-49.49960042869719,95.35906336043124
-20.502482177041745,-49.49657966705623,91.56458891862124
-20.500027514941078,-49.49979042022728,93.28205643452164
-20.501991216901832,-49.49876414311997,102.30618809279974
-20.502151595056226,-49.50410875567884,88.85996644852464
-20.504631130526455,-49.497447295795034,99.07084334232583
-20.4989043566602,-49.50372286516365,95.74828531094681
-20.49997320976771,-49.496739323697476,93.6556468540109
-20.5044852124875,-49.497179719123295,98.95650262361141
-20.502213535357633,-49.497912553022566,96.74258441689948
-20.495917341140334,-49.50463839619476,98.37339648338842
-20.50260438109333,-49.50196871644055,99.99102576047488
-20.503551051279086,-49.50236887430089,93.40099988302728
-20.500105472397223,-49.501398635925284,93.61812238113795
-20.495143495458894,-49.504123572532365,90.0010947501567
-20.502579447284884,-49.49563042176969,90.87882336891595
-20.498278644525943,-49.49946197759287,110.91287053560666
-20.497383803846713,-49.50194475689342,109.3033236382514
-20.502623624560076,-49.501030184829254,88.37779001455701
-20.497717836513882,-49.50052797459495,91.7385991131679
-20.501322168672807,-49.49899405666639,97.57929166729937
-20.498676941694065,-49.49984320572303,99.30074644879711
-20.49866470289239,-49.495806080267855,97.77397620092108
-20.49964225315925,-49.50003036517094,94.87963158320171
-20.504097102299454,-49.495078419851765,94.37420828951768
-20.496646975044108,-49.49648575042255,96.69071281043496
-20.501792199350284,-49.50291489485643,95.73278993424958
-20.503134814896,-49.49569404785356,83.90790730713432
-20.50459224858445,-49.503836336021145,93.86700154810191
-20.499091070568117,-49.49682550291509,90.81872478216606
-20.498224356381577,-49.50119376706523,102.37203128883732
-20.504834121710722,-49.496220256795546,109.928240184472
-20.499879069417005,-49.496319433098925,96.87521618305807
-20.50273504224802,-49.49694074599882,93.44703028960375
-20.498548272095906,-49.497099695636926,99.71730962811594
-20.50325633570995,-49.501953208609024,97.49163879953956
-20.498090622618975,-49.504190807169486,98.77472953274604
-20.501132646536995,-49.50097019821235,98.58884665949178
-20.495632700112633,-49.503264754850136,106.30708673997806
-20.50362479055854,-49.49805048911097,89.36108970076644
-20.5015893364895,-49.501539002734624,97.77037504683803
-20.503865264787592,-49.4952438979914,90.37004653409709
-20.495753063817215,-49.49859027922655,98.03029080604047
-20.49622660646619,-49.49677519436366,90.46680168068424
-20.50242058372285,-49.503674753272584,93.04593508357075
-20.49840015953966,-49.496379855177274,93.57814419726309
-20.49682777799799,-49.49577242809487,99.90562934533698
-20.499447991884004,-49.50012938081181,101.00071606497536
-20.49970349421644,-49.49893747062249,89.22237496549717
-20.502581477090995,-49.49735190199097,95.2966331399994
-20.50406897232194,-49.5032516137274,91.4826431262687
-20.496027842420467,-49.499974339235365,89.5952056506692
-20.495995819428366,-49.50101336972228,95.52160983774552
-20.49866898542727,-49.50353626007838,96.26552250137969
-20.501609702089514,-49.50132465577708,107.51483848665055
-20.501507904253874,-49.50431827690615,97.38867013871749
-20.4977404432113,-49.50474188093051,89.06686980593864
-20.496028897400475,-49.50364833710845,93.32475287000455
-20.49612913575735,-49.495368848884105,100.12218496522199
-20.497201244541426,-49.49950470464105,106.5342340469497
-20.49857968353846,-49.495341778388465,87.08885601451486
-20.50415860035005,-49.5006750212167,85.62793592561002
-20.503383712859055,-49.50188183866915,104.42359783516436
-20.49601445811473,-49.499938581371595,97.80526922965967
-20.498935709403405,-49.500604883113674,93.45455936905158
-20.504908029483833,-49.50394335315738,97.68461422845535
-20.50398528457134,-49.4985917368531,81.83656575114155
